Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Suicide Attack,2,1,1,0,0,34,25,9,Somalia,15-06-2019,9 killed and 25 wounded in car bomb blast in Mogadishu,0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,11,3,8,0,0,0,0,0,Kenya,15-06-2019,Roadside bomb kills 8 Kenyan police officers in Wajir county,0,IED,Road,Al Shabaab,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,1,7,7,0,Syria,17-06-2019,Suicide car bomber in al Qameshli city injuring 7,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,3
Remote Detonation,0,0,0,0,0,2,1,1,Syria,17-06-2019,IED blast in Sarmada city targetted relief workers injuring 2 ,0,IED,Road,Unknown,Non-State Actors,Yes,Humanitarian Operation,Roadside Bomb,0
Remote Detonation,6,4,2,0,0,2,2,0,India,17-06-2019,6 soldiers and 2 civilians injured in car bombing targeting army vehicle in Kashmir - 2 soldiers succumb to injuries,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,3,0,3,0,0,70,40,30,Nigeria,16-06-2019,30 killed in triple suicide attack in Konduga at hall where fans were watching football,0,IED,Entertainment,Boko Haram,Non-State Actors,Yes,Civilians,Non-specific IED,0
Remote Detonation,10,6,4,0,0,0,0,0,Cameroon,16-06-2019,"separatists said to have detonated IED killing 4 police and wounding 6 - if so, would be first deadly use of bomb",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,0,2,2,0,Pakistan,17-06-2019,Local political leader injured by roadside bomb blast in Bajaur district,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,1,2,1,1,Afghanistan,17-06-2019,10yo girl killed and woman wounded in roadside bomb explosion in Nangarhar ,1,IED,Road,ISIS: Afghanistan,Non-State Actors,Unclear,Not Reported,Roadside Bomb,1
Victim-activated,0,0,0,0,2,2,0,2,Syria,19-06-2019,2 children killed in explosion of ISIS bomb in al-Shaafa,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,9,3,6,Niger,03-05-2019,Civilian vehicle hits IED in Tagdounatt,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,3,3,0,0,0,0,0,0,Niger,01-03-2019,Nigerien army vehicle struck by IED in Tagdounatt,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,13,9,4,0,0,0,0,0,Niger,12-01-2019,2 military vehicles struck by separate IEDs in Boni,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,2,0,2,0,0,0,0,0,Niger,31-01-2019,Military vehicle hits IED in Titahoune killing 2,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,2,0,2,0,0,0,0,0,Niger,06-11-2018,Nigerien hits IED in Tombole in Tillabery,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,27,20,7,Iraq,21-06-2019,7 killed and 20 wounded in bomb blast at Shiite mosque in Baghdad,0,IED,Place Of Worship,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Ukraine,22-06-2019,Ukrainian fighter killed by booby-trapped device,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Syria,23-06-2019,IED blast kills engineer trying to dismantle it in al-Bab,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,1,1,0,0,0,0,0,0,India,24-06-2019,Jawan injured in IED blast in Hiroli village ,0,IED,Village,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Victim-activated,2,1,1,0,0,0,0,0,Afghanistan,24-06-2019,Senior army officer killed in Taliban mine blast in Badakhshan,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,1,1,0,1,Syria,23-06-2019,Child killed in explosion of a landmine in Abu Qasayeb village ,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,3,3,3,0,3,Syria,25-06-2019,3 brothers killed in explosion as they grazed sheep in Toutou village,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,26-06-2019,Civilian killed in explosion in Jedid Bakkara village in Deir Ezzor,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,15,7,8,0,0,0,0,0,Egypt,26-06-2019,Sucide attacker kills 7 police officers in Sinai,0,IED,No Information,ISIS: Egypt,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,3,1,2,0,0,3,2,1,Tunisia,27-06-2019,"Suicide blast kills policeman and wounds 4 people in Habib Bourgiba, a central avenue un Tunis",0,IED,Town Centre,ISIS: Tunisia,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,5,4,1,0,0,0,0,0,Tunisia,27-06-2019,Second suicide blast targets base of national guard in Tunis,0,IED,Armed Base,ISIS: Tunisia,Non-State Actors,No,State (armed),Non-specific IED,0
Victim-activated,5,2,3,0,0,0,0,0,Afghanistan,25-06-2019,3 soldiers klled and 2 wounded in roadside bombing in Farah ,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,13,9,4,0,0,12,10,2,Philippines,28-06-2019,3 soldiers among 5 killed in suicide attack on military post in Jolo,0,IED,Armed Base,ISIS: Philippines,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Afghanistan,28-06-2019,Taliban member killed by IED they were trying to plant in Jawzjan province,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,15,0,15,0,0,8,0,8,Afghanistan,29-06-2019,4 sucide car bombers kill 19 in attack on government office in Kandahar where election workers were registering voters,0,IED,Public Building,Taliban,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Victim-activated,0,0,0,0,0,11,9,2,Syria,03-07-2019,Booby-trapped motorcycle near Omar Ibn al-Khattab Mosque in al-Bab city,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,0,0,0,0,0,18,13,5,Syria,03-07-2019,5 killed and 13 injured in suicide motorcycle bomb in Suwaida,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,0,0,0,0,0,15,15,0,Syria,03-07-2019,Booby-trapped bike explodes in Qabasin town injuring 15 ,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,20,0,20,0,0,0,0,0,Niger,01-07-2019,2 sucide car bombs launched followed by gun attack on military outpost in Inates,0,IED,Armed Base,Unknown,Non-State Actors,No,State (armed),Car Bomb,0
Victim-activated,4,3,1,0,0,0,0,0,Afghanistan,04-07-2019,Humvee hit by roadside bomb in Dawlat district killing a soldier,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,2,1,1,0,0,0,0,0,Afghanistan,03-07-2019,"Afghan patrol hits roadside bomb in Bala Murghab district, killing a soldier",0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,5,0,5,0,0,0,0,0,Afghanistan,30-06-2019,5 police killed in roadside bombing in Taliqan city,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,9,0,9,0,61,186,180,6,Afghanistan,07-07-2019,14 killed in car bomb attack in crowded area in Ghazni city ,0,IED,Town Centre,Taliban,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,0,0,0,0,7,7,0,7,Syria,09-07-2019,7 children killed in explosion of ISIS IEDs in Deblan village ,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,4,4,0,0,0,0,0,0,Syria,09-07-2019,4 SDF injured by booby-trapped car in Hwyjet al-Busayrah,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,4,4,0,India,08-07-2019,4 injured by pressure bomb blast in Chhattisgarh's Dantewada district,0,IED,Village,CPI (naxals),Non-State Actors,Yes,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,1,4,4,0,Syria,10-07-2019,Booby-trapped motorcycle injures 4 including a child in Markadah town in Hasakah,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,2,0,2,0,0,0,0,0,Syria,10-07-2019,ISIS fighter deontates suicide belt during raid on home and kills another ISIS member,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,45,40,5,Afghanistan,12-07-2019,Child suicide bomber targeted wedding party in Nangarhar,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,6,2,4,Somalia,08-07-2019,4 killed and 2 wounded in IED blast in Dhobley,0,IED,Road,Al Shabaab,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,4,3,1,0,0,0,0,0,Pakistan,10-07-2019,Roadside bomb kills 1 soldier and injured 3 in Khar Kamar area,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,11,6,5,0,0,0,0,0,Syria,12-07-2019,4 SDF killed in suicide car bomb attack on hq in al-Tayyanah town,0,IED,Armed Base,ISIS,Non-State Actors,No,Armed Groups,Car Bomb,0
Victim-activated,1,0,1,0,0,1,0,1,Syria,13-07-2019,1SDF and 1 civilian killed by booby-trapped bicycle in al-Busayrah city,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,82,56,26,Somalia,13-07-2019,26 killed and 56 injured in suicide and gun attack on hotel in Jubbaland,0,IED,Hotel,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,3,3,0,0,0,0,0,0,Thailand,12-07-2019,3 local security volunteers wounded by roadside bomb in Muang district detonated by radio control,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,6,4,2,0,0,0,0,0,Iraq,12-07-2019,"Roadside bomb hits joiny police, intelligence, Hashd Shaabi forces killing 2 and injuring 4",0,IED,Road,ISIS,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,2,0,2,0,0,19,14,5,Iraq,15-07-2019,5 killed and 14 injured in twin suicide blasts near Shiite mosque in Baghdad,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,46,35,11,Afghanistan,15-07-2019,11 killed and 35 injured in roadside bomb blast in Kandahar ,0,IED,Public Transport,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Remote Detonation,3,3,0,0,0,0,0,0,Thailand,15-07-2019,Roadside bomb injures 3 paramilitary rangers in Bacho district,0,IED,Village,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,2,2,0,2,Afghanistan,15-07-2019,2 children killed in bomb explosion in Balkh province,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,1,2,2,0,2,Turkey,15-07-2019,8yo boy and 4yo girl killed by IED planted by PKK in Tunceli,1,IED,Village,PKK,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,3,3,0,0,0,0,0,0,Thailand,17-07-2019,Roadside bomb injures 3 paramilitary rangers in Bacho district,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,2,0,2,Syria,18-07-2019,2 women killed in explosion of ISIS remnant in Susah,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,2
Victim-activated,0,0,0,0,1,3,0,3,Afghanistan,17-07-2019,Roadside bomb kills 3 in Juee village in Herat,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,1
Suicide Attack,4,0,4,0,0,98,89,9,Afghanistan,18-07-2019,Suicide car bombing kills 9 and injures 60 at police hq,0,IED,Police Station,Taliban,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,2,2,0,0,0,42,33,9,Afghanistan,19-07-2019,Suicide car bomb detonates outside university killiing 10 and wounding 33 ,0,IED,School,Taliban,Non-State Actors,Yes,Civilians,Car Bomb,0
Suicide Attack,2,0,2,0,0,1,0,1,Egypt,18-07-2019,"2 killed in sucide bomb in North Sinai, including soldier and civilian",0,IED,Armed Base,ISIS: Egypt,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,4,2,2,0,0,0,0,0,Ukraine,20-07-2019,2 Ukrainian soldier killed and 2 wounded in IED blast in Donbas,0,IED,No Information,Ukrainian Separatists,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,13,8,5,0,0,25,22,3,Pakistan,21-07-2019,9 killed and 30 injured in complex suicide attack by female bomber using 7kg of explosives in Dera Ismail Khan - 2 police were killed in gun fire,0,IED,Hospital,Pakistani Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,0,2,0,0,5,5,0,Afghanistan,21-07-2019,"Car bomb kills militia leader and bodyguard in Gardez, civilians wounded",0,IED,Hospital,Taliban,Non-State Actors,Yes,Armed Groups,Car Bomb,0
Victim-activated,0,0,0,0,1,5,0,5,Afghanistan,19-07-2019,Roadside bomb kills 5 in Ghazni in Piraka desert ,0,IED,Road,Taliban,Non-State Actors,No,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,1,0,USA,18-07-2019,Pipe bomb explosion injures makers hand in Macon County,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,0,3,0,0,43,28,15,Somalia,22-07-2019,17 killed and 28 wounded in car bomb explosion on Mogadishu near Afrik Hotel,0,IED,Hotel,Al Shabaab,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,7,6,1,0,0,0,0,0,Mali,23-07-2019,6 service members injured in suicide car bomb attack on base in Gao,0,IED,Armed Base,Unknown,Non-State Actors,No,State (armed),Car Bomb,0
Victim-activated,0,0,0,0,0,9,1,8,Somalia,23-07-2019,8 killed in roadside bomb in Lower Shabelle village,0,IED,Village,Al Shabaab,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,1,1,1,1,0,Ukraine,15-07-2019,Boy injured in detonation of IED in Khrestivka,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,20,9,11,Somalia,24-07-2019,6 Somali official killed and others injured in suicide bomb attack in Mogadishu by female bomber,0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,4,2,2,0,0,0,0,0,Afghanistan,24-07-2019,Croatian soldier killed and 2 injured in suicide attack in Kabul,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,27,20,7,Afghanistan,25-07-2019,"Suicide bomber blew himself up a few meters away, killing at least seven people and wounding 20",0,IED,Road,ISIS: Afghanistan,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,27-07-2019,Man was killed in the explosion of a booby-trapped motorcycle in Tal Battal in the northeastern countryside of Aleppo,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,7,0,7,0,0,0,0,0,Syria,27-07-2019,6 killed by suicide bomber at checkpoint in Daraa,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,State (armed),Car Bomb,0
Victim-activated,0,0,0,0,0,38,38,0,Syria,27-07-2019,IED explosions across Aleppo province injure a further 38,0,IED,Multiple (urban),Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,16,12,4,0,0,0,0,0,Afghanistan,27-07-2019,3 police killed and 12 wounded in Taliban suicide bombing at hq in Ghazni,0,IED,Armed Base,Taliban,Non-State Actors,No,State (armed),Car Bomb,0
Victim-activated,2,2,0,0,0,0,0,0,USA,25-07-2019,2 agents injured in IED explosion in Sampson County,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,9,7,2,Iraq,26-07-2019,2 killed in roadside bombing on highway in Kirkuk province,0,IED,Road,ISIS,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,1,17,15,2,Syria,28-07-2019,Child and man killed in explosion of booby-trapped motorcycle in al-Mahmudiya neoghbouthood,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,13,9,4,0,0,0,0,0,Syria,28-07-2019,4 regime killed in IED explosions in Al-Khatib Farms,0,IED,Agricultural Land,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,4,0,4,0,3,3,0,3,Syria,29-07-2019,4 ISIS suicide bombers detonate killing 3 children of one of the ISIS suicide bombers ,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Armed Groups,Non-specific IED,0
Victim-activated,1,1,0,0,0,0,0,0,Ukraine,29-07-2019,1 Ukrainian injured in booby-trap blast in Donbas,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,12,7,5,0,0,59,43,16,Afghanistan,28-07-2019,Suicide bombing and gun battle in Kabul kills 20 and injures 50,0,IED,Public Building,Unknown,Non-State Actors,Yes,State (unarmed),Non-specific IED,0
Suicide Attack,15,10,5,0,0,20,20,0,Afghanistan,28-07-2019,Suicide bomber detonated car bomb near compound of uprising forces in Aab Band district,0,IED,Armed Base,Taliban,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,4,0,4,0,0,40,29,11,Yemen,01-08-2019,"Car, bus and 3 motorcycles lade nwith explosives were detonated outside a police station in Omar al-Moktar neighbourhood",0,IED,Police Station,Unknown,Non-State Actors,Yes,Not Reported,Multiple Explosive Weapons,0
Victim-activated,0,0,0,0,0,62,27,35,Afghanistan,31-07-2019,32 killed and 15 wounded when bus hits roadside bomb in Farah province,0,IED,Public Transport,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,India,31-07-2019,CPRF killed in IED blast in Chhattisgarh's Bastar district,0,IED,Village,CPI (naxals),Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,4,4,4,0,Pakistan,31-07-2019,4 children injured in IED explosion in North Waziristan,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,1,1,0,Syria,04-08-2019,1 injured in explosion of booby-trapped vehicle in Hasakah city,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,7,5,2,0,0,2,0,2,Afghanistan,03-08-2019,District Governor killed in roadside bomb blast in Herat,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,2,0,2,0,0,0,0,0,Yemen,03-08-2019,2 Yemeni security members killed in roadside bombing in Abyan,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,2,0,2,0,0,0,0,0,Syria,06-08-2019,2 SDF killed by IEDs in al-Suhayl town in Deir Ezzor,0,IED,Multiple (urban),Unknown,Non-State Actors,Yes,Armed Groups,Non-specific IED,0
Suicide Attack,1,0,1,0,0,159,145,14,Afghanistan,07-08-2019,14 killed and 145 injured in car bomb explosion in Kabul otside police station,0,IED,Police Station,Taliban,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,6,4,2,0,0,0,0,0,Pakistan,05-08-2019,2 soldiers killed in roadside bomb attack in Bajaur tribal district,0,IED,Road,Pakistani Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,3,5,0,5,Syria,07-08-2019,5 killed in explosion of booby-trapped car in al-Qahtaniyah town ,0,IED,Public Building,Unknown,Non-State Actors,Yes,State (armed),Car Bomb,0
